text,speaker,season,episode,scene,utterance
"Oh my god, little Stevie Fisher? How've you been?",Monica Geller,2,5,6,12
"Good, good, I'm a lawyer now.",Steven Fisher,2,5,6,13
You can't be a lawyer. You're eight.,Monica Geller,2,5,6,14
"Listen, it was nice to see you. I gotta run backstage.",Steven Fisher,2,5,6,15
"Uh, wait, backstage?",Monica Geller,2,5,6,16
"Oh, yeah, my firm represents the band.",Steven Fisher,2,5,6,17
Ross.,Ross Geller,2,5,6,18
Chandler.,Chandler Bing,2,5,6,19
"How are you? Look, you guys wanna meet the group? Come on. So, are you one of the ones who fooled around with my dad?",Steven Fisher,2,5,6,20
[Scene: ],Scene Directions,2,5,7,1
"Hey, you guys.",Ross Geller,2,5,7,2
Happy birthday.,Rachel Green,2,5,7,3
"Oh, thank you, thanks. So uh, how was your night last night?",Ross Geller,2,5,7,4
"Oh, well, it pretty much sucked. How was yours?",Rachel Green,2,5,7,5
"Yeah, ours pretty much sucked, oh, but, I did run into little Stevie Fisher. Remember him?",Monica Geller,2,5,7,6
"Oh yeah. I used to babysit him. Hey, how's his dad?",Rachel Green,2,5,7,7
"Uh, good.",Monica Geller,2,5,7,8
"Uh, aside from that, the whole evening was pretty much a bust.",Ross Geller,2,5,7,9
"Yeah, we really missed you guys.",Chandler Bing,2,5,7,10
"Yeah, look, we were just saying, this whole thing is really stupid.",Joey Tribbiani,2,5,7,11
"We just have to really, really, really, not let stuff like money get--is that a hickey?",Phoebe Buffay,2,5,7,12
"No, I just, I fell down.",Monica Geller,2,5,7,13
On someone's lips? Where'd you get the hickey?,Rachel Green,2,5,7,14
"You know, a party, or--",Monica Geller,2,5,7,15
What party?,Rachel Green,2,5,7,16
"It wasn't so much a party as...a gathering of people, with food, and music, and, and the band.",Ross Geller,2,5,7,17
You partied with Hootie and the Blowfish?,Joey Tribbiani,2,5,7,18
"Yes, apparently Stevie and the band are like this.",Chandler Bing,2,5,7,19
Who gave you that hickey?,Rachel Green,2,5,7,20
That would be the work of a Blowfish.,Monica Geller,2,5,7,21
Oh!,Rachel Green,2,5,7,22
"Oh! I can't believe it. I can't believe this. We're just like, sitting at home, trying to guess Joey's fingers, and you guys are out like partying and having fun, and you know, all, ""hey, Blowfish, suck on my neck"".",Phoebe Buffay,2,5,7,23
"Look, don't blame us. You guys coulda been there, you know.",Ross Geller,2,5,7,24
"What, as part of your poor friends outreach program?",Rachel Green,2,5,7,25
It's work.,Monica Geller,2,5,7,26
I don't know what to say. I'm sorry that we make more money than you. But we're not gonna feel guilty about it. We work really hard for it.,Chandler Bing,2,5,7,27
And we don't work hard?,Joey Tribbiani,2,5,7,28
"Yeah, hi, it's Monica. I just got a page.",Monica Geller,2,5,7,29
I'm just saying that sometimes we like to do stuff that costs a little more.,Chandler Bing,2,5,7,30
And you feel like we hold you back.,Joey Tribbiani,2,5,7,31
Yes.,Chandler Bing,2,5,7,32
Oh!,Rachel Green,2,5,7,33
No.,Chandler Bing,2,5,7,34
"Leon, Leon. Shhh! Guys. Wait, I don't understand. Those steaks were just a gift from the meat vendor. That was not a kick back. I'll just replace them and we can forget the whole thing. What corporate policy? No. Yeah. All right. I just got fired.",Monica Geller,2,5,7,35
Oh.,Phoebe Buffay,2,5,7,36
Here's your check. That'll be $4.12.,Waitress,2,5,7,37
Let me get that. You got five bucks?,Joey Tribbiani,2,5,7,38
"Here comes the beep, you know what to do.",Machine,2,5,7,39
"Hi, it's me. Listen, Bob. I'm probably way out of line here. I mean, It has been 3 years, and you're probably seeing someone else now, but if we could just have one night together, just for old time's sake, one hot, steamy, wild night...",Jade,2,5,7,40
[Scene: The next time at the movie set.],Scene Directions,2,13,1,1
"Uh, excuse me folks this is a uhh...",Security Guard,2,13,1,2
Closed set. We know but we're friends with the monkey.,Joey Tribbiani,2,13,1,3
"Good morning. Hey pal, look who I brought. It's your old friend Harry Elefante.",Ross Geller,2,13,1,4
"Woah, dude, burn.",Joey Tribbiani,2,13,1,5
"I don't get it, he seemed so happy to see me yesterday.",Ross Geller,2,13,1,6
"Hey don't take it personal, he's under a lot of pressure, ya know, starring in a movie and all.",Trainer,2,13,1,7
Now just how big of a star is Marcel?,Rachel Green,2,13,1,8
"In human terms, I'd say Cybill Shepard.",Trainer,2,13,1,9
Woah.,#ALL#,2,13,1,10
"So, are you guys in the movie, or are you just really paranoid.",Chandler Bing,2,13,1,11
"Hey Sal, Jerry wants to know if the monkey's ready for the subway set?",Director's Assistant,2,13,1,12
"Uh, excuse me. Jerry is the director, which one's he?",Joey Tribbiani,2,13,1,13
The one in the director's chair.,Director's Assistant,2,13,1,14
"Gotcha. Phoebs, walk with me.",Joey Tribbiani,2,13,1,15
"OK. Um, how come I'm walking with you?",Phoebe Buffay,2,13,1,16
"Well, we're, we're just goin' over here so that we can get away from the horrible flesh eating virus, for the love of God woman, listen to me. Is he lookin', is he lookin'?",Joey Tribbiani,2,13,1,17
We've got a problem.,Susie Moss,2,13,1,18
Tell me.,Director's Assistant,2,13,1,19
I can't do Chris's makeup. She refuses to acknowledge that she has a moustasche.,Susie Moss,2,13,1,20
Is it bad?,Director's Assistant,2,13,1,21
"It looks like one of her eyebrows fell down. Now unless someone convinces her to let me bleach it, Jean-Claude Van Damme is gonna be making out with Gabe Kaplan.",Susie Moss,2,13,1,22
I'll talk to her.,Director's Assistant,2,13,1,23
I hate actors.,Susie Moss,2,13,1,24
"Nice camoflauge man, for a minute there I almost didn't see ya.",Chandler Bing,2,13,1,25
Excuse me.,Susie Moss,2,13,1,26
Ahhhh.,Chandler Bing,2,13,1,27
"Uh, is your name Chandler?",Susie Moss,2,13,1,28
"Uh, yes, yes it is.",Chandler Bing,2,13,1,29
Chandler Bing?,Susie Moss,2,13,1,30
Do you know me or are you just really good at this game?,Chandler Bing,2,13,1,31
"I'm Susie Moss. Fourth grade, glasses, I used to carry around a box of animal crackers like a purse.",Susie Moss,2,13,1,32
"Susie Moss, right, yeah, wow, you look. . . great job growing up.",Chandler Bing,2,13,1,33
It's nice to see you're not still wearing that denim cap with all the little mirrors on it.,Susie Moss,2,13,1,34
"Oh, right, well yeah, I graduated fourth grade and realized I wasn't a pimp.",Chandler Bing,2,13,1,35
"Remember the class play? You, you pulled up my skirt and the entire auditorium saw my underpants.",Susie Moss,2,13,1,36
"Yes, back then I, uh, used humor as a defense mechanism. Thank God I don't do that anymore.",Chandler Bing,2,13,1,37
"Oh my God, oh my God, oh my God.",Monica Geller,2,13,1,38
What what what what?,Rachel Green,2,13,1,39
"Jean-Claude Van Damme. I didn't know he was in this movie, he is so hot.",Monica Geller,2,13,1,40
Ya think?,Rachel Green,2,13,1,41
"The muscles from Brussels, wham bam Van Damme, did you see Time Cop?",Monica Geller,2,13,1,42
"No, was he any good in it?",Rachel Green,2,13,1,43
"Rachel, he like, totally changed time.",Monica Geller,2,13,1,44
"Wow, so why don't you go talk to him?",Rachel Green,2,13,1,45
"Oh, yeah.",Monica Geller,2,13,1,46
"What, so you go over there, you tell him you think he's cute, what's the worst that could happen?",Rachel Green,2,13,1,47
He could hear me.,Monica Geller,2,13,1,48
"OK, I'm doin' it for ya.",Rachel Green,2,13,1,49
"Oh Rachel don't, don't you dare, don't, don't. Tell him I cook.",Monica Geller,2,13,1,50
Excuse me. Hi.,Rachel Green,2,13,1,51
Hi.,Jean-Claude Van Damme,2,13,1,52
"Um, this is gonna sound kinda goofy but uhhm, my friend over there, who cooks by the way, um, she thinks you're cute.",Rachel Green,2,13,1,53
You don't think I'm cute?,Jean-Claude Van Damme,2,13,1,54
"I, I don't know, um, do you think you're cute? OK, we're kinda gettin' off the track here. Um, I was supposed to come here and tell you my friend thinks you're cute. So what should I tell her?",Rachel Green,2,13,1,55
You can tell her I think her friend is cute.,Jean-Claude Van Damme,2,13,1,56
"No, Stephen Hurs was the kid who would eat anything for money, David Stein was the guy who had no elbows.",Chandler Bing,2,13,1,57
"OK, well then who was the kid that got caught masturbating?",Susie Moss,2,13,1,58
"OK that's not what he was doing. Alright, he was looking for his bus money.",Chandler Bing,2,13,1,59
"Oh that's me, I gotta go.",Susie Moss,2,13,1,60
"Oh uh, o, OK.",Chandler Bing,2,13,1,61
"Um, so listen, how many times am I gonna have to touch you on the arm before you ask me on a date.",Susie Moss,2,13,1,62
"Well, uh, let's try one more. . . there you go, say Ernie's, 8 o'clock.",Chandler Bing,2,13,1,63
"I'll be there, and who knows, if things go well, maybe this time I'll get to see your underwear.",Susie Moss,2,13,1,64
No one was around to hear that?,Chandler Bing,2,13,1,65
So what'd he say?,Monica Geller,2,13,1,66
"Agh, what a jerk. I kept talking about you and he kept asking me out. I mean, naturally, you know, I said no.",Rachel Green,2,13,1,67
"Well, thanks anyway.",Monica Geller,2,13,1,68
"He just kept asking, and asking, and asking, and asking, and asking, and asking.",Rachel Green,2,13,1,69
"Rachel if you, if you want to go out with him, you can. Sound like a big jerk to me but if that's what you want to do...",Monica Geller,2,13,1,70
"Jean-Claude she said yes, I'll see you tonight. Thank you.",Rachel Green,2,13,1,71
[Scene: Central Perk. Joey and the girls are sitting at the couches.],Scene Directions,2,13,2,1
And then Jean-Claude took me to that place Crossroads and that's where we hung out with Drew Barrymore.,Rachel Green,2,13,2,2
"Oh man, she's so smokin, she has got the greatest set of. . . no guys around, huh.",Joey Tribbiani,2,13,2,3
Does anybody need anything?,Rachel Green,2,13,2,4
"Oh, I'll have an espresso. Oh acutally, I'll get it. If I ask you to, you'll probably end up drinking it yourself.",Monica Geller,2,13,2,5
That is so unfair.,Rachel Green,2,13,2,6
"I know. Oh, like you would drink her coffee after what you did to her with Van Damme.",Phoebe Buffay,2,13,2,7
"Hey Joey I have to cancel racketball for tonight, that was Marcel's trainer. He's gonna let me have him for a couple of hours.",Ross Geller,2,13,2,8
You're blowin' me off for a monkey?,Joey Tribbiani,2,13,2,9
"Hey, we can rescedule for Saturday.",Ross Geller,2,13,2,10
"Yeah, unless you hook up with a bunch of pigeons.",Joey Tribbiani,2,13,2,11
"Hey, stick a fork in me, I am done.",Chandler Bing,2,13,2,12
Stick a fork what?,Phoebe Buffay,2,13,2,13
"Like, when you're cooking a steak.",Chandler Bing,2,13,2,14
"Oh, OK, I don't eat meat.",Phoebe Buffay,2,13,2,15
"Well then, how do you know when vegetables are done?",Chandler Bing,2,13,2,16
"Well you know, you juist, you eat them and you can tell.",Phoebe Buffay,2,13,2,17
"OK, then, eat me, I'm done.",Chandler Bing,2,13,2,18
"I've met the perfect woman. OK, we're sitting on her couch, we're fooling around, and then suddenly she turns to me and says, 'Do you ever want to do it in an elevator?'",Chandler Bing,2,13,2,19
What did you say?,Monica Geller,2,13,2,20
"Ahh, I believe my exact words were, 'Flaign,en - sten'. I mean I didn't know what to say, how do you know if you wanna do it on an elevator?",Chandler Bing,2,13,2,21
"Oh, you just know.",Phoebe Buffay,2,13,2,22
[Scene: Chandler and Joey's apartment. Chandler and Susie are making out on the couch.],Scene Directions,2,13,3,1
"Oh, shoot, we gotta go, got a reservation in 30 minutes.",Susie Moss,2,13,3,2
"Oh no no no no, no no no no no no, you see, what I had planned shouldn't take more that 2, 3 minutes tops.",Chandler Bing,2,13,3,3
"Oh, 200 seconds of passion. We gotta go.",Susie Moss,2,13,3,4
"But um, here's an idea, have you ever worn women's underwear?",Susie Moss,2,13,3,5
"Well, ye, yes, actually, but, uh, they were my Aunt Edna's, and there were three of us in there.",Chandler Bing,2,13,3,6
"Well I was thinking it would be um, kind of sexy if you wore mine tonight, at dinner.",Susie Moss,2,13,3,7
You want me to wear your panties?,Chandler Bing,2,13,3,8
Could ya?,Susie Moss,2,13,3,9
"Well, if I was wearing your underwear then, uh, what would you be wearing?. . . You're swell.",Chandler Bing,2,13,3,10
[Scene: Ross's apartment. Ross is setting up for his time with Marcel. Joey is there.],Scene Directions,2,13,4,1
"OK, got the music, got the dinner. Oh and check it out, I made Marcel's favorite dish, banannacake.",Ross Geller,2,13,4,2
Oooh.,Joey Tribbiani,2,13,4,3
With mealworms.,Ross Geller,2,13,4,4
"Yaaahhh. Ahhh, candles. What'dya thinks gonna happen here tonight?",Joey Tribbiani,2,13,4,5
"Hello. Oh hi, are you on your way ove-. Oh. No, no, I, I understand, I mean a monkey's gotta work. No it, it's no big deal, it' not like I uh, had anything special planned. Yeah OK, OK. OK, OK, bye.",Ross Geller,2,13,4,6
[Scene: Monica and Rachel's apartment. Monica and Rachel are upset with each other. Phoebe is mediating.],Scene Directions,2,13,5,1
"OK, Rachel, why don't you start talking first.",Phoebe Buffay,2,13,5,2
"Alright, I feel that this is totally unjustified. She gave me the green light, I did nothing but-. Do you think I can't see you in the TV set?",Rachel Green,2,13,5,3
"Alright Monica, if there is something that you would like to share...",Phoebe Buffay,2,13,5,4
"Ya know, you had no right to go out with him.",Monica Geller,2,13,5,5
That is the most ridiculous.,Rachel Green,2,13,5,6
You sold me out.,Monica Geller,2,13,5,7
I did not sell you out.,Rachel Green,2,13,5,8
Yes you did. Absolutely.,Monica Geller,2,13,5,9
Would you let me talk.,Rachel Green,2,13,5,10
Did you just flick me?,Monica Geller,2,13,5,11
"OK, well, you wouldn't let me finish and I was jus- Ow. That hurt",Rachel Green,2,13,5,12
Quit flicking,Monica Geller,2,13,5,13
"Ow, you stop flicking.",Rachel Green,2,13,5,14
You flicked me first.,Monica Geller,2,13,5,15
"OK, now I'm gonna kick some ass.",Phoebe Buffay,2,13,5,16
Ow. Ow. Ow.,,2,13,5,17
"Alright, now I will let go if you both stop.",Phoebe Buffay,2,13,5,18
"Oh, what do you, you want me to stop seeing him, is that what you want?",Rachel Green,2,13,5,19
Uh-huh.,Monica Geller,2,13,5,20
You want me to just call him up and tell him that you're seeing him instead? That's what you want?,Rachel Green,2,13,5,21
OK.,Monica Geller,2,13,5,22
Oh that's what you want.,Rachel Green,2,13,5,23
Yes.,Monica Geller,2,13,5,24
Fine.,Rachel Green,2,13,5,25
"Fine,",Monica Geller,2,13,5,26
"There we go.You know what, if we were in prison, you guys would be, like, my bitches.",Phoebe Buffay,2,13,5,27
"[Scene: A fancy restraunt (Marcel's). Joey, Ross, Chandler, Susie, and the Director's Assistant are there.]",Scene Directions,2,13,6,1
Thanks for letting me tag along tonight you guys.,Ross Geller,2,13,6,2
Forget about it.,Joey Tribbiani,2,13,6,3
How you doin there squirmy?,Susie Moss,2,13,6,4
I'm hangin in. . . and a little out.,Chandler Bing,2,13,6,5
"So, assistant to the director. That's a really exciting job, I mean, you must have a ton of cool responsibilities.",Joey Tribbiani,2,13,6,6
I have nothing to do with casting.,Director's Assistant,2,13,6,7
So what're you guys gonna eat?,Joey Tribbiani,2,13,6,8
How come all I can think about is putting that ice in my mouth and licking you all over?,Susie Moss,2,13,6,9
Because I went to an all boys high school and God is making up for it.,Chandler Bing,2,13,6,10
"I want you right here, right now.",Susie Moss,2,13,6,11
"Right now, right here. Don't ya think we're in kind of a public plaaaa They do have the shrimp.",Chandler Bing,2,13,6,12
Meet me in the bathroom.,Susie Moss,2,13,6,13
I'm going to the bathroom now.,Chandler Bing,2,13,6,14
C'mon.,Susie Moss,2,13,6,15
I can't believe we're doing this.,Chandler Bing,2,13,6,16
"Alright mister, let's see those panties.",Susie Moss,2,13,6,17
Alrighty.,Chandler Bing,2,13,6,18
Ooh. Ooh. But ya know what would be even sexier?,Susie Moss,2,13,6,19
What?,Chandler Bing,2,13,6,20
If you didn't have your shirt tucked into them.,Susie Moss,2,13,6,21
Oh.,Chandler Bing,2,13,6,22
Alright. Now I would like to see you wearing nothing but them. Take your clothes off.,Susie Moss,2,13,6,23
"OK, but uh, I hope you realize this means we're gonna miss hearing about the specials.",Chandler Bing,2,13,6,24
"C'mon hurry, hurry.",Susie Moss,2,13,6,25
"Hey, do you want this done quick, or do you want this done right?",Chandler Bing,2,13,6,26
"Alright, turn around. Time to see you from behind.",Susie Moss,2,13,6,27
OK.,Chandler Bing,2,13,6,28
"Oh, somebody's been doing his buns of steel video.",Susie Moss,2,13,6,29
"Well, you want me to uh, clench anything, or-... Susie? Susie.",Chandler Bing,2,13,6,30
This is for the fourth grade.,Susie Moss,2,13,6,31
"Huh? Where, whaddya mean?",Chandler Bing,2,13,6,32
"Whaddo I mean. Whaddya mean, whaddo I mean? I mean underpants, mister, that's what I mean.",Susie Moss,2,13,6,33
"What, what's what you mean?",Chandler Bing,2,13,6,34
"My skirt, you lifted, kids laughing. I was Susie Underpants 'till I was 18.",Susie Moss,2,13,6,35
That was in the fourth grade. How could you still be upset about that?,Chandler Bing,2,13,6,36
"Well um, why don't you call me in 20 years and tell me if you're still upset about this.",Susie Moss,2,13,6,37
"Alright, I hope you realize you're not getting these underpants back.",Chandler Bing,2,13,6,38
[Scene: Monica and Van Damme are walking down the street.],Scene Directions,2,13,7,1
"I can't believe this, just like 2 weeks ago I was watching Sudden Death, now I'm on a date with Jean-Claude Van Damme. Can you beat up that guy? Can you beat up that guy?",Monica Geller,2,13,7,2
Sure.,Jean-Claude Van Damme,2,13,7,3
"This is so wild. Ya know, I gotta admit, I was kinda surprised that you agreed to go on a blind date.",Monica Geller,2,13,7,4
"Normally, I would not do it.",Jean-Claude Van Damme,2,13,7,5
"Well, what made you make the exception for me?",Monica Geller,2,13,7,6
"'Cause Rachel told me uh, you were dying to have a threesome with me and uh, Drew Barrymore. By the way, Drew has some groundrules and...",Jean-Claude Van Damme,2,13,7,7
[Scene: Back at Monica and Rachel's apartment. They are now fighting about what Rachel told Van Damme.],Scene Directions,2,13,8,1
Say you're sorry.,Monica Geller,2,13,8,2
No.,Rachel Green,2,13,8,3
Say it.,Monica Geller,2,13,8,4
No.,Rachel Green,2,13,8,5
"Rachel, you say you're sorry or your sweater gets it.",Monica Geller,2,13,8,6
"OK, OK, that is my favorite sweater, that is my third date sweater.",Rachel Green,2,13,8,7
Say you're sorry.,Monica Geller,2,13,8,8
"OK, you wanna play? OK, let's play, let's play.",Rachel Green,2,13,8,9
What're you gonna do?,Monica Geller,2,13,8,10
You give me back my sweater or it's handbag marinara.,Rachel Green,2,13,8,11
You don't have the guts.,Monica Geller,2,13,8,12
"Oh yeah. Well, at least I wasn't too chicken to tell some guy I thought he was cute.",Rachel Green,2,13,8,13
"Oh alright, stop, STOP THE MADNESS. This is crazy. Who can even remember why this even started in the first place?",Phoebe Buffay,2,13,8,14
"Yes that's right. But still, I-, look at your purse, look at your sweater, look at yourselves.",Phoebe Buffay,2,13,8,15
I'll help you fix your sweater.,Monica Geller,2,13,8,16
I'll help you throw out your purse.,Rachel Green,2,13,8,17
I'm sorry that I made you stop seeing him.,Monica Geller,2,13,8,18
"Well, I'm sorry I went out with him when I knew you liked him.",Rachel Green,2,13,8,19
I'm sorry that I borrowed your gloves,Monica Geller,2,13,8,20
"[Scene: Back at the restroom at Marcel's. Chandler is still in the stall, Joey comes in to go to the bathroom.]",Scene Directions,2,13,9,1
"[Joey starts whistling, Chandler finishes the tune. Joey whistles again.]",Scene Directions,2,13,9,2
Joey?,Chandler Bing,2,13,9,3
Ma?,Joey Tribbiani,2,13,9,4
Joey!,Chandler Bing,2,13,9,5
"Chandler? What're you still doin' here, I though you guys took off.",Joey Tribbiani,2,13,9,6
"Oh, no no no, she took off with my clothes.",Chandler Bing,2,13,9,7
Are you naked in there?,Joey Tribbiani,2,13,9,8
Not exactly. . . I'm wearin panties.,Chandler Bing,2,13,9,9
"Huh, you uh, you always wear panties?",Joey Tribbiani,2,13,9,10
"No, no, this is the first time.",Chandler Bing,2,13,9,11
"Wow, talk about your bad luck, I mean, the first time you try panties and someone walks off with your clothes.",Joey Tribbiani,2,13,9,12
"I was not trying them out, Susie asked me to wear them.",Chandler Bing,2,13,9,13
"Well, let me see.",Joey Tribbiani,2,13,9,14
"No. I'm not letting you or anybody else see, ever.",Chandler Bing,2,13,9,15
"Alright, alright. Woah, someone's flossing.",Joey Tribbiani,2,13,9,16
"Joey, some people don't like that.",Ross Geller,2,13,9,17
Chandler's wearing panties.,Joey Tribbiani,2,13,9,18
What? Let me see.,Ross Geller,2,13,9,19
"No, no, you don't have to see.",Chandler Bing,2,13,9,20
Hi Tushie.,Ross Geller,2,13,9,21
"Alright, one of you give me your underpants.",Chandler Bing,2,13,9,22
"Can't help you, I'm not wearing any.",Joey Tribbiani,2,13,9,23
How can you not be wearing any underwear?,Chandler Bing,2,13,9,24
"Oh, I'm gettin' heat from the guy in the hot pink thong.",Joey Tribbiani,2,13,9,25
Alright look Ross I'll give you 50 dollars for your underpants.,Chandler Bing,2,13,9,26
Hi.,#ALL#,2,13,9,27
"[Scene: Central Perk. Ross, Phoebe, and Chandler are sitting.]",Scene Directions,2,13,10,1
"Hey Phoebs, can I have the milk after you?",Chandler Bing,2,13,10,2
"I'm almost done with it, keep your panties on.",Phoebe Buffay,2,13,10,3
"Hey, hey, and I'm in the movie.",Joey Tribbiani,2,13,10,4
What happened?,Ross Geller,2,13,10,5
"One of the virus victims called in sick, so Cathy recommended me and boom, I'm dying on the gurney. Oh Ross, Marcel just finished his last scene if you want to go down there and say goodbye.",Joey Tribbiani,2,13,10,6
"Ahh, oh that's OK, I mean, he's probably got, you know, parties to go to and stuff. But, ya know, he's moved on. Hey, that, that's the way it goes right.",Ross Geller,2,13,10,7
Oh my God.,Phoebe Buffay,2,13,10,8
What?,Ross Geller,2,13,10,9
[Scene: The movie set. Monica and Rachel are saying goodbye to Jean-Claude],Scene Directions,2,13,11,1
"I'm sorry it didn't work out between you and me, or you and me. Drew was very disappointed.",Jean-Claude Van Damme,2,13,11,2
"OK, well, bye.",Rachel Green,2,13,11,3
Goodbye.,Jean-Claude Van Damme,2,13,11,4
"Well, bye for me too.",Monica Geller,2,13,11,5
"OK, well, bye-bye again.",Rachel Green,2,13,11,6
OK.,Monica Geller,2,13,11,7
"Perhaps, uh, the three of us, just could. . .",Jean-Claude Van Damme,2,13,11,8
"Oh, no no no no no.",,2,13,11,9
"Are you sure, I can crush a walnut with my butt.",Jean-Claude Van Damme,2,13,11,10
No no no no.,,2,13,11,11
Impressive.,Rachel Green,2,13,11,12
But no. Maybe if I were baking.,Monica Geller,2,13,11,13
Bye-bye.,,2,13,11,14
[Scene: City street. Whole gang is there seeing off Marcel.],Scene Directions,2,13,12,1
"Bye Marcel. See ya on the big screen. You keep people drinkin' that beer, OK. I miss you buddy.",Ross Geller,2,13,12,2
"You know, I think I want to write a song about all this.",Phoebe Buffay,2,13,12,3
Oh yeah.,Rachel Green,2,13,12,4
"Yeah. Oh, except one of the strings on my guitar is broken. Hey, Chandler, can I borrow your G-string?",Phoebe Buffay,2,13,12,5
How long you been waitin' to say that?,Chandler Bing,2,13,12,6
About 20 minutes. CLOSING CREDITS,Phoebe Buffay,2,13,12,7
"[Scene: Filming a scene from the movie. Joey is dying on a gurney, Van Damme is looking over him.]",Scene Directions,2,13,13,1
"Can't you see what's going on here, this man is dying.",Jean-Claude Van Damme,2,13,13,2
Aaaaagggghhhhh.,Joey Tribbiani,2,13,13,3
Cut.,Director,2,13,13,4
"Can't you see what's going on here, this man is dying.",Jean-Claude Van Damme,2,13,13,5
Aaaaagggghhhhh.,Joey Tribbiani,2,13,13,6
Cut.,Director,2,13,13,7
"Can't you see what's going on here, this man is dying.",Jean-Claude Van Damme,2,13,13,8
Aaaaagggghhhhh. Mommy,Joey Tribbiani,2,13,13,9
Cut.,Director,2,13,13,10
"Can't you see what's going on here, this man is dead.",Jean-Claude Van Damme,2,13,13,11
"[Scene: Moondance Diner. Ross, Phoebe, Joey, and Chandler are sitting at the counter, Monica is working. Monica is wearing her costume, including big fake breasts.]",Scene Directions,2,22,1,1
"So, I'll get candles and my mom's lace tablecloth, and since it's Rachel's birthday, I mean, we want it to be special, I thought I'd poach a salmon.",Monica Geller,2,22,1,2
Ohhh.,#ALL#,2,22,1,3
What?,Monica Geller,2,22,1,4
Question. Why do we always have to have parties where you poach things?,Ross Geller,2,22,1,5
You wanna be in charge of the food committee?,Monica Geller,2,22,1,6
Question two. Why do we always have to have parties with committees?,Ross Geller,2,22,1,7
Really. Why can't we just get some pizzas and get some beers and have fun?,Joey Tribbiani,2,22,1,8
Yeah.,Ross Geller,2,22,1,9
"Yeah, I agree. Ya know, I think fancy parties are only fun if you're fancy on the inside and I'm just not sure we are.",Phoebe Buffay,2,22,1,10
"Alright. If you guys don't want it to be special, fine. You can throw any kind of party you want.",Monica Geller,2,22,1,11
"Joey they're not real. I start miles beneath the surface of these things, ok, they're fake. See honk honk.",Monica Geller,2,22,1,12
"Wow, it's, it's like porno for clowns.",Chandler Bing,2,22,1,13
"[Scene: Central Perk. Chandler, Ross, Joey, Phoebe, and Monica are planning Rache's birthday party.]",Scene Directions,2,22,2,1
"I talked to Rachel's sisters, neither of them can come.",Ross Geller,2,22,2,2
"Ok, um so, I still have to invite Dillon and Emma and Shannon Cooper.",Monica Geller,2,22,2,3
"Woah, woah, woah, uh, no Shannon Cooper.",Joey Tribbiani,2,22,2,4
Why not her?,Phoebe Buffay,2,22,2,5
"Cause she uh, she steals stuff.",Joey Tribbiani,2,22,2,6
Or maybe she doesn't steal stuff and Joey just slept with her and never called her back.,Chandler Bing,2,22,2,7
Joey that is horriable.,Monica Geller,2,22,2,8
"Hey I liked her, alright. Maybe, maybe too much. I don't know I guess I just got scared.",Joey Tribbiani,2,22,2,9
"I'm sorry, I didn't know.",Phoebe Buffay,2,22,2,10
"I didn't think anyone'd buy that, ok.",Joey Tribbiani,2,22,2,11
"Hi honey, how did it go?",Ross Geller,2,22,2,12
"Agh, it was the graduation from hell.",Rachel Green,2,22,2,13
"Ya know, my cousin went to hell on a football scholarship.",Chandler Bing,2,22,2,14
"Ya know, I mean this is supposed to be a joyous occasion. My sister's graduating from college, nobody thought she would. It's a true testament to what a girl from long island would do for a Celica.",Rachel Green,2,22,2,15
So what happened?,Monica Geller,2,22,2,16
"My parents happened. All they had to do was sit in the same stadium, smile proudly, and not talk about the divorce. But nooo, they got into a huge fight in the middle of the commencement address. Bishop Tutu actually had to stop and shush them. But you know what, you know what the good news is? I get to serve coffee for the next 8 hours.",Rachel Green,2,22,2,17
"Ok, so I guess we don't invite her parents.",Phoebe Buffay,2,22,2,18
"Well, how bout just her mom?",Monica Geller,2,22,2,19
Why her mom?,Chandler Bing,2,22,2,20
Cause I already invited her.,Monica Geller,2,22,2,21
"Ooh, ooh, did you ask Stacy Roth?",Phoebe Buffay,2,22,2,22
"Oh no, can't invite her. She also steals.",Joey Tribbiani,2,22,2,23
"[Scene: Monica and Rachel's apartment. Chandler, Joey, Monica, and Phoebe are setting up for the party.]",Scene Directions,2,22,3,1
"Ok, here are the birthday candles. Where's the birthday cake?",Phoebe Buffay,2,22,3,2
"Ok, we're not having birthday cake, we're having birthday flan.",Monica Geller,2,22,3,3
Excuse me?,Chandler Bing,2,22,3,4
It's a traditional Mexican custard dessert.,Monica Geller,2,22,3,5
"Oh that's nice. Happy birthday Rachel, here's some goo.",Joey Tribbiani,2,22,3,6
Dr. Greene. Oh my God it's Rachel's dad. What're you doing here?,Monica Geller,2,22,3,7
What? The father can't drop by to see the daughter on her birthday?,Leonard Green,2,22,3,8
"No no, the father can, but um, since I am the roommate I can tell you that she's not here and I'll pass along the message, ok. So bye-bye.",Monica Geller,2,22,3,9
"Ohhh, you're having a parteee.",Leonard Green,2,22,3,10
"No, no, not a party. Just a surprise gathering of some people Rachel knows. Um, this is Phoebe and Chandler and Joey.",Monica Geller,2,22,3,11
"I'll never remember all of that. So uh, what's the deal? Rachel comes home, people pop out and yell stuff, is that it?",Leonard Green,2,22,3,12
"This isn't your first surprise party, is it sir?",Chandler Bing,2,22,3,13
Hi Monica.,Sandra Green,2,22,3,14
Chinese menu guy. Forgot the menus.,Monica Geller,2,22,3,15
"So, basically just a Chinese guy.",Chandler Bing,2,22,3,16
